TargetID	ProbeID	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	 Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval
NEGATIVE	4200440	58.55592	0.539548	52.29794	0.7909604	58.73365	0.7429379	56.83459	0.6977401	59.74001	0.4872881	61.9749	0.6751412	61.61328	0.3855932	62.63617	0.3262712
NEGATIVE	4200682	55.35044	0.7627119	47.93837	0.9533898	60.07014	0.6426554	61.03769	0.4025424	57.29591	0.6737288	57.79188	0.8672317	57.76805	0.6539548	59.10055	0.539548
NEGATIVE	4210537	49.92825	0.960452	48.99773	0.9265537	54.22988	0.9435028	52.10236	0.9138418	47.79678	0.9887006	56.68165	0.9081921	49.91047	0.9632769	44.50406	0.9971752
NEGATIVE	4230082	61.57584	0.3347458	52.29325	0.7923729	55.6927	0.9039548	58.6015	0.5579096	53.8961	0.8644068	63.91143	0.5593221	50.75513	0.9491525	59.9199	0.4830509
NEGATIVE	4230301	57.56564	0.6228814	54.89393	0.6214689	59.39671	0.6920904	58.57619	0.5635593	64.53137	0.2090396	68.86926	0.2669491	63.66127	0.2584746	58.98593	0.5437853
NEGATIVE	4230402	65.89679	0.1454802	61.14503	0.2387006	69.89123	0.1299435	60.54514	0.4279661	66.04187	0.1553672	72.67966	0.1313559	69.65634	0.08192091	62.04931	0.3389831
NEGATIVE	4230528	64.68851	0.1935028	77.02978	0.005649718	68.03679	0.1949152	64.99603	0.2019774	68.31418	0.09039548	75.86041	0.06779661	58.92213	0.5706215	67.45261	0.1313559
NEGATIVE	4250202	64.91626	0.1878531	70.3931	0.02259887	68.82314	0.1652542	72.12276	0.02683616	67.4586	0.1172316	72.34936	0.1398305	62.52947	0.3403955	63.51993	0.2853107
NEGATIVE	4250209	53.06465	0.8841808	48.73641	0.9336158	63.67632	0.4194915	61.16066	0.3954802	58.56509	0.5805085	66.57994	0.3841808	60.98335	0.4237288	56.50819	0.7132769
NEGATIVE	4250274	57.25777	0.6398305	52.94596	0.7415254	61.82118	0.5437853	57.96202	0.6059322	57.59547	0.6539548	57.34383	0.8940678	51.24626	0.9364407	58.07289	0.6101695
NEGATIVE	4260343	58.42419	0.5550848	55.94862	0.5381356	69.60946	0.1412429	61.40884	0.3855932	60.6744	0.4265537	61.96078	0.6765537	61.03017	0.4194915	62.70165	0.3234463
NEGATIVE	4260435	57.73373	0.6059322	53.11082	0.7316384	60.44419	0.6186441	49.90423	0.9576271	59.38445	0.5211864	60.37236	0.7627119	57.52825	0.6723164	47.96822	0.9844633
NEGATIVE	4260681	59.17115	0.4957627	50.47051	0.8813559	66.30844	0.2881356	57.22616	0.6624294	63.54461	0.2471751	56.19935	0.920904	59.28811	0.5466102	50.3567	0.9562147
NEGATIVE	4260750	46.31923	0.9929379	55.611	0.5649717	52.45222	0.9717514	54.13142	0.8418079	53.83047	0.8672317	54.31001	0.9562147	56.71664	0.7161017	53.28411	0.8855932
NEGATIVE	4280100	54.39549	0.8135593	55.72126	0.5550848	57.46651	0.8064972	64.35178	0.2231638	56.27455	0.7259887	57.57601	0.8771186	63.47036	0.2754237	55.52969	0.7612994
NEGATIVE	4280465	57.72961	0.6073446	56.79946	0.4717514	67.98238	0.200565	64.80683	0.2062147	62.08232	0.3474576	62.97522	0.6115819	59.38774	0.5324859	54.99621	0.8022599
NEGATIVE	4280474	49.76506	0.9646893	55.02192	0.6101695	60.42143	0.6200565	59.43135	0.4985876	55.51976	0.7838983	66.94939	0.3672316	66.73947	0.1454802	61.49646	0.3672316
NEGATIVE	4280487	63.1255	0.2669491	59.20353	0.3206215	65.93855	0.3050847	62.50047	0.3234463	60.59895	0.4293785	74.36526	0.08898305	64.05384	0.2372881	64.82166	0.2189265
NEGATIVE	4290088	61.08966	0.358757	61.08011	0.2415254	69.76515	0.1313559	53.7714	0.8559322	65.73531	0.1680791	56.69674	0.9067796	55.98247	0.7556497	54.73773	0.8121469
NEGATIVE	4290181	62.40348	0.2923729	54.02852	0.6864407	56.40897	0.8629944	62.30871	0.3347458	60.94759	0.4081921	63.37918	0.5918079	59.06376	0.5621469	59.18144	0.5282486
NEGATIVE	4290400	66.52769	0.1214689	62.6789	0.1581921	73.74994	0.0579096	68.23618	0.08757062	74.42515	0.0240113	77.35088	0.05084746	70.26377	0.06779661	60.4577	0.440678
NEGATIVE	4290703	55.42625	0.7542373	52.06525	0.8064972	56.84723	0.8418079	59.72083	0.4759887	54.28844	0.84887	64.77896	0.490113	58.14901	0.6313559	59.59997	0.5
NEGATIVE	4480731	63.84649	0.2231638	60.17314	0.2754237	75.09172	0.03813559	71.87904	0.03248588	69.54459	0.07344633	71.8321	0.1680791	71.6163	0.04661017	69.66544	0.07768361
NEGATIVE	4490114	53.87287	0.84887	61.1196	0.240113	57.29106	0.8149717	56.99383	0.6793785	65.61086	0.1765537	64.11885	0.5409604	59.38326	0.5353107	67.03638	0.1412429
NEGATIVE	4490544	67.60207	0.1016949	59.14837	0.3276836	67.23367	0.2358757	63.81151	0.259887	69.06862	0.07627118	71.99452	0.1581921	77.80062	0.01271186	69.23312	0.08615819
NEGATIVE	4490743	66.94888	0.1158192	63.2296	0.1384181	64.87013	0.3601695	64.56768	0.2146893	67.63583	0.1115819	74.93272	0.08192091	77.37676	0.01412429	65.77947	0.190678
NEGATIVE	4490767	64.18821	0.2132768	58.70825	0.358757	67.51926	0.2217514	62.77748	0.3050847	57.79501	0.6313559	72.94051	0.1200565	59.55083	0.5225989	72.25706	0.04943503
NEGATIVE	4560438	54.65274	0.8008475	51.75125	0.819209	58.22261	0.7740113	52.2225	0.9110169	68.13403	0.09322034	58.09747	0.8502825	53.75314	0.8644068	60.75887	0.4138418
NEGATIVE	4560450	55.75209	0.7358757	57.4095	0.4420904	56.30015	0.8728814	56.93093	0.6836158	56.33994	0.7217514	65.6728	0.4279661	61.12109	0.4138418	58.00451	0.6158192
NEGATIVE	4560682	54.02175	0.8361582	47.2945	0.9646893	59.39661	0.6935028	55.31367	0.7937853	55.79837	0.7669492	68.45463	0.2909605	57.54436	0.670904	64.62444	0.2387006
NEGATIVE	4560725	57.22129	0.6412429	55.13989	0.6016949	62.51649	0.4943503	58.83883	0.5437853	62.75704	0.2966102	65.17776	0.4590395	60.07925	0.4929379	63.89716	0.2627119
NEGATIVE	4570437	53.96875	0.8389831	49.1943	0.9223164	55.49855	0.9096045	57.15976	0.6694915	56.4347	0.720339	57.78382	0.8686441	51.87501	0.9251412	53.84507	0.8615819
NEGATIVE	4570546	53.60321	0.8615819	54.47414	0.6525424	65.90668	0.3079096	60.14455	0.4435028	59.29397	0.5282486	60.90004	0.7372881	62.55848	0.3375706	63.79142	0.2655367
NEGATIVE	4570669	53.48909	0.8672317	45.4803	0.990113	53.25807	0.9618644	50.15009	0.9548023	52.83936	0.8997175	57.82807	0.8601695	46.65387	0.9929379	55.91007	0.7415254
NEGATIVE	4590184	56.72194	0.6680791	56.06671	0.5211864	59.56683	0.6723164	64.63148	0.2090396	59.84117	0.480226	71.47914	0.1793785	61.96775	0.3658192	63.0834	0.309322
NEGATIVE	4590379	49.58793	0.970339	39.31802	1	54.49568	0.9378531	52.34395	0.9039548	51.79963	0.9265537	50.62559	0.990113	55.82304	0.7655367	55.29974	0.7768362
NEGATIVE	4590681	57.21422	0.6426554	56.58466	0.4929379	62.49767	0.4971751	53.96297	0.8460452	63.79878	0.2358757	62.6043	0.6313559	67.22224	0.1313559	60.06522	0.470339
NEGATIVE	4610070	60.79309	0.3799435	64.46744	0.0960452	68.69653	0.1694915	57.98621	0.6016949	63.55625	0.2457627	64.57913	0.5070621	58.71399	0.5875706	55.7249	0.7514125
NEGATIVE	4610348	60.01405	0.430791	53.79215	0.6963277	68.51173	0.1765537	55.57473	0.7810735	57.61191	0.6525424	69.92271	0.2132768	56.10777	0.7457627	59.14158	0.5338983
NEGATIVE	4640092	50.36433	0.9463277	57.93431	0.4039548	55.37676	0.9194915	58.0845	0.5960452	58.77459	0.5635593	63.69594	0.569209	60.90816	0.430791	57.8851	0.6242938
NEGATIVE	4640196	51.8726	0.9237288	47.03559	0.9717514	55.42739	0.9152542	52.23921	0.9096045	51.78218	0.9279661	54.46811	0.9519774	54.1803	0.8531073	55.33987	0.7754237
NEGATIVE	4640609	63.8828	0.2217514	53.66438	0.7019774	66.91119	0.2514124	66.69811	0.1285311	57.61668	0.65113	66.53735	0.3898305	55.94323	0.7612994	59.71639	0.4929379
NEGATIVE	4670255	67.89642	0.09463277	48.10416	0.9477401	70.3996	0.1214689	62.68954	0.3163842	61.64889	0.3742938	69.07777	0.25	66.71299	0.1468927	66.41856	0.170904
NEGATIVE	4670438	48.44211	0.980226	51.41028	0.8389831	56.99025	0.8389831	49.54036	0.9646893	54.32705	0.8460452	62.13082	0.6596045	54.92525	0.8177966	54.18377	0.8389831
NEGATIVE	4670471	51.07137	0.9378531	49.7338	0.9067796	55.38791	0.9180791	57.74393	0.6242938	55.1782	0.8008475	54.48675	0.950565	55.04495	0.8135593	48.30055	0.980226
NEGATIVE	4670709	70.23065	0.06073446	71.30601	0.01836158	77.2334	0.02824859	69.02757	0.06779661	71.9855	0.04096045	79.04035	0.03389831	80.77483	0.007062147	75.01889	0.0240113
NEGATIVE	4730209	59.16438	0.4971751	55.67825	0.5579096	56.1066	0.8827683	54.53125	0.8234463	60.47837	0.4364407	52.43091	0.9788136	58.50835	0.6045198	64.27125	0.2528249
NEGATIVE	4730240	56.6146	0.6751412	52.66495	0.7669492	61.49939	0.5550848	57.72224	0.6257062	54.66291	0.8276836	60.73161	0.7471752	53.55264	0.8827683	58.51788	0.5805085
NEGATIVE	4730450	54.99813	0.7853107	53.36101	0.7132769	60.33347	0.6299435	54.86816	0.8107345	63.91527	0.230226	56.16741	0.9237288	58.87133	0.5762712	56.0418	0.7316384
NEGATIVE	4730482	55.40739	0.7556497	49.22947	0.920904	62.19907	0.5127119	57.17097	0.6680791	55.89597	0.7584746	67.50358	0.3389831	62.34416	0.3460452	60.10805	0.4689265
NEGATIVE	4730746	68.1914	0.08757062	59.62009	0.299435	73.31757	0.06073446	72.11666	0.02824859	71.4632	0.04519774	72.12751	0.1468927	70.261	0.06920904	70.20448	0.0720339
NEGATIVE	4760112	54.21719	0.8262712	51.37269	0.8446327	60.64735	0.6073446	58.94247	0.5338983	53.71301	0.8757062	56.13391	0.9251412	54.79354	0.8262712	59.14107	0.5353107
NEGATIVE	4760377	54.82966	0.789548	48.92897	0.930791	57.92862	0.7838983	50.90289	0.9435028	54.42045	0.8418079	62.30246	0.6497175	50.83654	0.9477401	63.60672	0.279661
NEGATIVE	4760390	56.58569	0.6779661	61.91366	0.1977401	74.01009	0.05225989	56.70832	0.7048023	58.82527	0.5579096	67.46506	0.3403955	61.70734	0.3771186	51.48668	0.9406779
NEGATIVE	4760703	60.18882	0.4194915	54.85389	0.6242938	67.17229	0.2387006	64.02325	0.2443503	66.93647	0.1285311	63.97015	0.5550848	66.13101	0.1624294	62.90941	0.3163842
NEGATIVE	4780020	60.10732	0.4237288	67.51432	0.04519774	66.56046	0.2711864	67.08519	0.1144068	58.80303	0.5621469	68.02515	0.3121469	57.07356	0.6977401	72.33022	0.0480226
NEGATIVE	4780156	54.6071	0.8050848	54.95602	0.6158192	59.33035	0.700565	56.69964	0.7062147	47.94004	0.9872881	56.3921	0.9152542	49.58513	0.970339	60.36557	0.4463277
NEGATIVE	4780341	59.24385	0.4887006	58.34119	0.3898305	57.62209	0.7966102	54.30276	0.8333333	59.65149	0.4943503	67.88477	0.3177966	60.1649	0.4858757	58.62006	0.5748588
NEGATIVE	4780392	66.74603	0.1172316	63.60834	0.1242938	72.24564	0.08333334	66.90865	0.1228814	56.5299	0.7132769	70.21716	0.2048023	70.27374	0.06497175	64.42188	0.2457627
NEGATIVE	4810075	65.00623	0.1822034	65.02537	0.08333334	70.84592	0.1059322	68.85836	0.07344633	62.88274	0.2853107	68.27851	0.3036723	62.55755	0.3389831	71.34077	0.06355932
NEGATIVE	4810441	60.27507	0.4124294	63.40572	0.1355932	55.44653	0.9110169	58.74852	0.5522599	56.47509	0.7146893	65.87275	0.4166667	60.09478	0.490113	59.95972	0.4788136
NEGATIVE	4810468	59.43888	0.4731638	55.72425	0.5536723	63.03185	0.4618644	57.4042	0.6497175	57.74342	0.6341808	67.19071	0.3516949	60.98025	0.4251412	64.02717	0.2584746
NEGATIVE	4810554	54.53215	0.8107345	47.0064	0.9745763	53.77486	0.9519774	53.75528	0.8573446	52.76547	0.9053673	62.3521	0.6454802	43.68585	1	49.72922	0.9632769
NEGATIVE	4830059	58.00576	0.5805085	57.93141	0.4053672	64.63716	0.3771186	57.15871	0.670904	56.26791	0.7288136	62.78038	0.6200565	59.10627	0.5564972	59.32154	0.5183616
NEGATIVE	4850044	55.19822	0.769774	57.73162	0.420904	57.13998	0.8248588	51.27313	0.9336158	58.70319	0.569209	61.833	0.6864407	54.29617	0.8432204	56.79085	0.6920904
NEGATIVE	4850121	56.93225	0.6539548	54.54775	0.6468927	57.15819	0.8206215	57.2076	0.6638418	58.95633	0.5466102	65.45798	0.440678	55.17406	0.8036723	46.97554	0.990113
NEGATIVE	4850630	61.68617	0.3234463	55.58033	0.569209	64.16134	0.3997175	57.55348	0.6412429	68.33981	0.08898305	74.12748	0.09322034	58.36404	0.6172317	56.73118	0.6977401
NEGATIVE	4850706	63.75543	0.2358757	54.4472	0.6567796	60.36058	0.6242938	57.06918	0.6751412	55.81043	0.7655367	60.13294	0.7754237	56.86478	0.7090396	61.23923	0.3870057
NEGATIVE	4860162	61.44765	0.3432204	63.02205	0.1483051	65.88807	0.3121469	63.64295	0.2683616	58.39143	0.5918079	61.88139	0.680791	59.50655	0.5282486	69.50371	0.08192091
NEGATIVE	4860382	54.30132	0.8163842	52.2016	0.7980226	67.82726	0.2062147	63.89083	0.2542373	60.27863	0.4533898	64.60948	0.5042373	57.76926	0.6525424	71.61664	0.05932203
NEGATIVE	4860553	69.17754	0.07344633	61.91311	0.1991525	65.53651	0.3389831	70.17052	0.05084746	67.92892	0.1059322	73.991	0.0960452	66.88718	0.1398305	63.73719	0.2754237
NEGATIVE	4860674	52.12281	0.9138418	48.55707	0.9392655	61.412	0.5621469	62.37447	0.3333333	59.62165	0.4971751	69.70169	0.2259887	62.68916	0.3262712	65.91126	0.1850283
NEGATIVE	4880193	69.15688	0.07485875	65.73998	0.0720339	58.77101	0.7387006	62.47521	0.3248588	70.13164	0.06073446	64.80309	0.4887006	68.03609	0.1129944	64.64471	0.2358757
NEGATIVE	4880253	53.88205	0.8460452	51.83378	0.8121469	62.05928	0.5254237	58.23758	0.5861582	54.05816	0.8573446	63.51809	0.5889831	62.07389	0.3601695	57.44387	0.6468927
NEGATIVE	4880414	61.08688	0.3601695	54.47654	0.65113	58.85223	0.730226	55.85489	0.7711864	66.33047	0.1454802	66.09286	0.4124294	68.4827	0.1059322	60.18782	0.4646893
NEGATIVE	4890136	55.35381	0.759887	58.97636	0.3432204	61.98032	0.5310735	53.09544	0.8785311	50.77537	0.950565	61.16515	0.720339	58.89194	0.5748588	50.18992	0.960452
NEGATIVE	4890180	65.50022	0.1596045	64.23837	0.1031073	66.90675	0.2528249	66.41315	0.1468927	56.08575	0.7429379	68.89145	0.2641243	62.57418	0.3361582	61.38684	0.3728814
NEGATIVE	4890706	62.41114	0.2909605	63.57661	0.1271186	66.27911	0.289548	61.92133	0.358757	62.81054	0.2923729	70.67411	0.1920904	64.24639	0.2274011	57.42933	0.6497175
NEGATIVE	4890768	59.00638	0.5070621	56.71683	0.4788136	63.89231	0.4096045	55.07406	0.8036723	59.98159	0.470339	66.119	0.4110169	61.22779	0.4025424	59.54397	0.5042373
NEGATIVE	4900044	59.36778	0.480226	59.3978	0.3064972	59.29795	0.7033898	59.91431	0.4675141	55.66007	0.7740113	70.06538	0.210452	56.9369	0.7062147	60.55836	0.4251412
NEGATIVE	4900739	55.81266	0.7316384	51.38218	0.8432204	62.53658	0.4915254	55.72569	0.7754237	59.707	0.4929379	60.91124	0.7344633	60.61637	0.4491525	59.16088	0.529661
NEGATIVE	4900746	55.38815	0.7570621	54.57314	0.6440678	56.64987	0.8516949	59.01213	0.529661	52.77526	0.9039548	62.59683	0.6341808	58.48761	0.6059322	54.71289	0.8149717
NEGATIVE	4920201	69.10096	0.07627118	60.746	0.2556497	58.56926	0.7514125	56.8146	0.700565	59.63427	0.4957627	67.78047	0.3234463	61.69216	0.3785311	57.26115	0.6666667
NEGATIVE	4920520	59.12114	0.4985876	57.38394	0.4463277	60.33807	0.6257062	52.88636	0.8841808	61.32086	0.3841808	58.26137	0.8432204	64.43088	0.2146893	61.63308	0.3629943
NEGATIVE	5080112	57.62183	0.6200565	51.66698	0.8234463	59.19276	0.7076271	66.58447	0.1327684	51.85692	0.9237288	59.60432	0.8008475	68.1212	0.1115819	58.75025	0.5635593
NEGATIVE	5080546	63.78185	0.2316384	54.51881	0.6483051	61.28191	0.5706215	57.88724	0.6101695	59.06667	0.5409604	65.43182	0.4420904	65.59486	0.1751412	54.39106	0.8248588
NEGATIVE	5080646	63.39101	0.2542373	56.68428	0.4858757	69.72132	0.1355932	65.86419	0.1666667	63.38482	0.2584746	76.4792	0.06073446	62.96035	0.3079096	57.89733	0.6228814
NEGATIVE	5130072	63.78886	0.230226	63.95171	0.1101695	70.79734	0.1087571	68.86184	0.0720339	66.71082	0.1327684	76.6002	0.05932203	71.09446	0.05508475	61.73557	0.3502825
NEGATIVE	5130465	73.28879	0.02966102	60.07188	0.279661	68.57177	0.1751412	72.96302	0.01977401	68.41514	0.08615819	82.20998	0.01271186	75.17269	0.02259887	68.63009	0.1045198
NEGATIVE	5130474	55.35189	0.7612994	55.02096	0.6115819	70.5875	0.1158192	56.08141	0.7570621	63.10773	0.2711864	58.2324	0.8474576	55.54686	0.7810735	66.59884	0.161017
NEGATIVE	5130543	63.82576	0.2259887	71.77367	0.01553672	64.4964	0.3841808	54.72124	0.8163842	60.43336	0.4420904	64.28754	0.5268362	63.51639	0.2711864	64.07875	0.2570621
NEGATIVE	5220463	58.91749	0.5127119	60.21127	0.2740113	60.5758	0.6101695	64.20984	0.2288136	58.64122	0.5748588	63.55381	0.5833333	53.41232	0.8912429	63.43452	0.2881356
NEGATIVE	5220541	54.21935	0.8248588	60.34195	0.2641243	59.03459	0.7175141	62.1076	0.3446328	60.36576	0.4491525	69.7273	0.2245763	62.32438	0.3474576	61.66295	0.3601695
NEGATIVE	5270138	64.55578	0.2019774	58.35901	0.3855932	61.98307	0.529661	63.57016	0.2725989	60.44722	0.440678	65.008	0.4731638	59.74257	0.5127119	54.13791	0.8460452
NEGATIVE	5290280	65.4934	0.161017	66.61394	0.05367232	66.42626	0.2810735	71.32869	0.03954802	63.34668	0.259887	72.85219	0.1271186	75.47022	0.02118644	66.58798	0.1638418
NEGATIVE	5290445	55.86955	0.7274011	48.73611	0.9350283	54.5962	0.9350283	52.322	0.9081921	53.70335	0.8771186	55.49139	0.9378531	53.64562	0.8742938	57.78271	0.6271186
NEGATIVE	5290615	67.76907	0.0960452	53.79478	0.6935028	62.9657	0.4675141	53.67958	0.8601695	61.28886	0.3855932	69.90876	0.2146893	64.02608	0.240113	60.54293	0.4293785
NEGATIVE	5310390	57.37169	0.6370056	52.44543	0.7810735	53.08978	0.9675141	55.25442	0.7966102	55.47845	0.7867231	54.81031	0.9435028	54.58776	0.8361582	56.36133	0.7189265
NEGATIVE	5310400	57.9831	0.5847458	51.53462	0.8333333	59.51112	0.680791	58.44224	0.5776836	59.56322	0.5042373	72.10899	0.1497175	59.57209	0.519774	58.35605	0.5918079
NEGATIVE	5310646	60.53911	0.3954802	63.12785	0.1398305	77.83215	0.02118644	66.46001	0.1426554	62.64196	0.3036723	69.21307	0.2387006	59.87947	0.5056497	65.49533	0.1949152
NEGATIVE	5310703	59.95446	0.4336158	56.97264	0.4618644	70.57619	0.1172316	63.46189	0.2768362	62.37789	0.3220339	63.09444	0.6073446	59.51871	0.5268362	60.76236	0.4124294
NEGATIVE	5340100	52.88663	0.8912429	54.71567	0.6313559	57.30752	0.8135593	58.50076	0.5706215	62.99464	0.279661	56.93098	0.90113	56.62783	0.7189265	61.24184	0.3855932
NEGATIVE	5340202	57.70533	0.6144068	48.96975	0.9293785	52.17654	0.9759887	52.50214	0.8926554	55.58747	0.7782486	57.54873	0.8785311	57.62683	0.6638418	56.0815	0.7274011
NEGATIVE	5340465	60.79801	0.3785311	56.70502	0.480226	63.93569	0.4053672	56.85854	0.6949152	58.32272	0.6002825	72.04566	0.1553672	62.08861	0.3573446	57.4744	0.6440678
NEGATIVE	5340487	56.16532	0.7146893	57.35526	0.4477401	65.28526	0.3446328	53.91661	0.84887	59.94016	0.4731638	64.69884	0.5	53.64698	0.8728814	48.87778	0.9717514
NEGATIVE	5360148	52.48604	0.8983051	52.1797	0.799435	59.20293	0.7062147	55.80994	0.7740113	53.78244	0.8700565	61.49271	0.700565	57.66336	0.6610169	51.49332	0.9392655
NEGATIVE	5360253	58.66316	0.5310735	58.04102	0.3968927	62.79088	0.4759887	54.69456	0.819209	55.25138	0.7980226	64.84492	0.4816384	57.8928	0.6468927	52.68101	0.9025424
NEGATIVE	5360414	61.07391	0.3629943	64.23808	0.1045198	63.63897	0.4237288	66.91004	0.1214689	53.86186	0.8658192	68.64717	0.2810735	63.96495	0.2415254	59.11502	0.5367231
NEGATIVE	5420048	65.87448	0.1497175	52.66829	0.7655367	65.66015	0.3276836	61.44967	0.3785311	58.06219	0.6172317	62.0886	0.6638418	58.93949	0.569209	58.20552	0.6031073
NEGATIVE	5420114	60.96626	0.3728814	57.2863	0.4519774	65.00289	0.3559322	54.79234	0.8135593	60.95403	0.4067796	69.31594	0.2358757	57.27754	0.6836158	65.04185	0.210452
NEGATIVE	5420743	49.58161	0.9717514	53.79303	0.6949152	59.34835	0.6977401	53.0831	0.8813559	51.0496	0.9420904	63.80064	0.5635593	52.72734	0.9096045	55.99477	0.7330508
NEGATIVE	5490224	59.23804	0.490113	62.50126	0.1666667	62.2974	0.5084746	56.9105	0.6864407	62.95741	0.2810735	66.85742	0.3728814	62.70232	0.3248588	60.38055	0.4449153
NEGATIVE	5490356	61.50407	0.3375706	58.65975	0.3644068	53.09996	0.9646893	65.84264	0.1680791	57.25529	0.6779661	71.95393	0.161017	55.96113	0.7584746	63.76155	0.269774
NEGATIVE	5490431	59.06767	0.5014125	64.6043	0.09463277	73.00034	0.06920904	74.7073	0.01553672	67.95506	0.1031073	84.60294	0.01129944	72.69081	0.03531073	66.93294	0.1440678
NEGATIVE	5550202	68.88767	0.08192091	58.40535	0.3841808	70.36102	0.1228814	61.97004	0.3559322	72.22875	0.03813559	67.91996	0.3163842	71.8739	0.04519774	60.45536	0.4420904
NEGATIVE	5550246	57.37475	0.6355932	56.36432	0.5112994	63.52133	0.4293785	63.05676	0.2980226	53.76988	0.8728814	61.35129	0.710452	53.32393	0.8954802	55.63054	0.7556497
NEGATIVE	5550291	70.32693	0.0579096	64.0075	0.1073446	67.69884	0.2132768	59.52002	0.4943503	59.47537	0.5169492	58.25805	0.8446327	64.9957	0.200565	53.82631	0.8629944
NEGATIVE	5550327	61.79079	0.319209	52.62436	0.7683616	64.43192	0.3855932	64.06731	0.2415254	67.80641	0.1087571	67.20074	0.3488701	64.20705	0.230226	60.87262	0.4096045
NEGATIVE	5550600	51.83572	0.9251412	55.40223	0.5875706	63.74049	0.4138418	56.22388	0.7471752	55.96468	0.7514125	58.59977	0.8319209	52.91789	0.9053673	65.18155	0.2062147
NEGATIVE	5560072	67.6607	0.1002825	66.31361	0.0579096	57.4679	0.8050848	65.23595	0.190678	66.4192	0.1426554	69.20938	0.240113	65.07347	0.1963277	71.93774	0.05225989
NEGATIVE	5560433	68.1515	0.08898305	67.9654	0.03813559	65.6418	0.329096	65.78342	0.170904	62.69513	0.2980226	76.89185	0.05508475	67.97644	0.1158192	65.86731	0.1878531
NEGATIVE	5570551	50.05428	0.9562147	53.68953	0.700565	57.00913	0.8347458	54.92665	0.8079096	54.08756	0.8559322	56.31068	0.9180791	53.76381	0.8629944	51.74976	0.9293785
NEGATIVE	5670204	60.59359	0.391243	61.62275	0.2132768	59.05931	0.7161017	56.3068	0.7415254	58.46719	0.5875706	69.99622	0.2118644	59.35082	0.5381356	68.98315	0.09745762
NEGATIVE	5670246	57.79277	0.5960452	56.13038	0.5169492	58.28128	0.769774	53.3556	0.8742938	54.8179	0.8206215	66.48344	0.3926554	56.44582	0.7316384	57.15637	0.6751412
NEGATIVE	5670491	58.47724	0.5466102	55.91067	0.5423729	62.95605	0.4689265	58.56215	0.5649717	61.44743	0.3813559	73.04729	0.1144068	57.74121	0.6567796	64.92192	0.2161017
NEGATIVE	5670576	57.06338	0.6454802	52.84388	0.75	58.76814	0.740113	55.61246	0.779661	58.7044	0.5677966	65.3655	0.4463277	62.968	0.3050847	63.26193	0.2966102
NEGATIVE	5690035	52.03732	0.9166667	53.59455	0.7062147	51.64467	0.9830508	51.22101	0.9350283	50.92157	0.9477401	60.19086	0.7725989	51.21994	0.9378531	60.20406	0.4632768
NEGATIVE	5690082	59.37883	0.4788136	53.03794	0.7344633	64.36379	0.3884181	61.74544	0.3658192	63.5365	0.25	57.43475	0.8841808	60.55485	0.4548023	63.09224	0.3079096
NEGATIVE	5690519	66.12502	0.1313559	56.73751	0.4745763	60.39845	0.6228814	66.46666	0.1412429	59.3741	0.5225989	65.08643	0.4675141	61.81947	0.3728814	61.69557	0.3573446
NEGATIVE	5700129	55.1384	0.7754237	50.97592	0.8601695	60.70559	0.6031073	54.88454	0.8093221	55.01567	0.8093221	54.19102	0.9576271	56.39177	0.7330508	55.44061	0.7669492
NEGATIVE	5700685	58.37541	0.5579096	56.49532	0.4985876	58.06849	0.7768362	61.98003	0.3545198	62.49715	0.3135593	64.01195	0.5522599	63.43138	0.2768362	59.77896	0.4915254
NEGATIVE	5720112	58.45844	0.5480226	52.96788	0.7387006	58.98272	0.7231638	52.76255	0.8898305	55.08227	0.8036723	54.17039	0.9590396	52.9449	0.9039548	45.54706	0.9957627
NEGATIVE	5720280	65.97239	0.1398305	61.27137	0.2344633	70.95741	0.1045198	65.56214	0.1779661	57.21962	0.680791	67.74606	0.3248588	58.63868	0.5932204	59.55352	0.5014125
NEGATIVE	5720646	53.84587	0.8502825	58.45834	0.3757062	63.07887	0.4576271	69.59865	0.05932203	56.17758	0.7344633	66.02013	0.4138418	57.63853	0.6624294	58.44929	0.5889831
NEGATIVE	5720669	52.21566	0.9096045	52.42684	0.7824859	59.99277	0.6454802	61.13738	0.3997175	56.8111	0.7019774	65.13547	0.4618644	63.14881	0.2923729	50.48675	0.9491525
NEGATIVE	5810196	61.60632	0.3333333	48.03138	0.950565	60.86941	0.5946327	62.00524	0.3531073	62.20929	0.3375706	65.54595	0.4364407	61.06432	0.4166667	63.3917	0.2909605
NEGATIVE	5810609	64.5675	0.1991525	59.91712	0.289548	71.30791	0.1002825	68.53326	0.08333334	69.01954	0.07909604	72.42048	0.1384181	69.82408	0.08050848	65.00021	0.2118644
NEGATIVE	5820017	64.32606	0.210452	63.02713	0.1468927	66.65633	0.2641243	65.81168	0.1694915	60.06148	0.4646893	79.2114	0.02824859	55.88723	0.7641243	63.55262	0.2824859
