TargetID	ProbeID	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	 Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval
NEGATIVE	2750050	62.14753	0.3050847	69.31548	0.02966102	73.11916	0.06497175	62.70364	0.3149717	75.37387	0.01836158	85.91359	0.008474576	71.24142	0.05367232	78.58001	0.005649718
NEGATIVE	2750196	51.03386	0.9392655	50.49037	0.8799435	64.77221	0.3700565	58.80951	0.5466102	62.15038	0.3389831	57.49723	0.8799435	60.76283	0.440678	55.23067	0.7824859
NEGATIVE	2750711	59.97687	0.4322034	50.70324	0.8728814	56.8124	0.8446327	59.68161	0.480226	53.50026	0.8813559	62.74733	0.6214689	56.71247	0.7175141	53.29155	0.8827683
NEGATIVE	2760224	50.64452	0.9435028	46.01402	0.9872881	50.16219	0.9887006	51.35695	0.930791	48.67208	0.9830508	57.24579	0.8954802	51.53589	0.9293785	49.10459	0.9689265
NEGATIVE	2760373	80.6413	0.004237288	77.02515	0.007062147	98.30191	0.001412429	78.12009	0.004237288	80.16849	0.008474576	96.79671	0.004237288	79.45464	0.009887005	86.71686	0.002824859
NEGATIVE	2760431	66.11759	0.1327684	65.53706	0.07485875	78.04896	0.01694915	69.814	0.05649718	70.43027	0.05649718	74.29343	0.09180791	66.371	0.1567797	73.84521	0.03248588
NEGATIVE	2760750	60.59198	0.3926554	51.91452	0.8093221	59.73146	0.6610169	58.14671	0.5932204	52.62273	0.9081921	69.12139	0.2471751	62.71889	0.3220339	58.93183	0.5508475
NEGATIVE	2810259	64.38329	0.2090396	60.05093	0.2824859	65.20561	0.3488701	60.26056	0.4378531	63.60234	0.240113	68.4041	0.2966102	70.89625	0.0579096	71.14756	0.06497175
NEGATIVE	2810307	54.31559	0.8149717	52.50885	0.779661	67.33752	0.230226	56.48458	0.720339	56.91775	0.6920904	63.99135	0.5536723	59.20861	0.549435	58.92748	0.5522599
NEGATIVE	2810390	61.69038	0.3220339	55.04422	0.6073446	57.60726	0.7980226	57.82401	0.6144068	54.85374	0.819209	57.66256	0.8728814	55.67954	0.769774	54.31564	0.8305085
NEGATIVE	2810603	64.16674	0.2161017	63.62384	0.1214689	74.69723	0.04378531	65.28284	0.1878531	58.06243	0.6158192	72.06245	0.1511299	56.07808	0.7471752	58.08752	0.6073446
NEGATIVE	2810736	51.95651	0.9223164	52.29005	0.7937853	61.16236	0.5819209	59.70171	0.4788136	55.88466	0.7612994	60.37681	0.7612994	55.06523	0.8107345	54.31492	0.8319209
NEGATIVE	2850112	54.73954	0.7923729	48.41537	0.9435028	56.28946	0.8742938	58.764	0.5508475	57.83217	0.6271186	56.67392	0.9096045	56.83497	0.7118644	56.63212	0.7076271
NEGATIVE	2850437	53.09528	0.8813559	56.01952	0.5254237	61.97344	0.5338983	49.34789	0.9661017	59.56397	0.5028248	59.8898	0.7824859	58.74897	0.5833333	60.86555	0.4110169
NEGATIVE	2850546	59.77398	0.4491525	54.70929	0.6327683	51.66339	0.9816384	65.14939	0.1935028	56.77114	0.7033898	59.27002	0.819209	58.11888	0.6355932	61.17403	0.391243
NEGATIVE	2900328	65.35284	0.1666667	69.20676	0.03248588	75.19192	0.03672316	63.88857	0.2570621	65.5102	0.1793785	77.5964	0.04661017	67.24915	0.1299435	61.8038	0.3403955
NEGATIVE	2900577	60.21159	0.4180791	53.98704	0.6906779	70.07964	0.1257062	52.33081	0.9053673	61.93852	0.358757	62.32746	0.6468927	51.90815	0.9237288	63.35757	0.2951977
NEGATIVE	2900747	57.11599	0.6440678	57.99377	0.3983051	71.42024	0.09745762	67.01112	0.1172316	64.59415	0.2062147	61.54675	0.6963277	64.12648	0.2330509	55.35848	0.7725989
NEGATIVE	2940059	63.50513	0.25	57.81128	0.4166667	58.93751	0.7245763	57.86946	0.6115819	57.1329	0.6836158	71.82725	0.1694915	56.56213	0.7231638	51.91445	0.9237288
NEGATIVE	2940398	52.33847	0.9053673	55.57719	0.5706215	60.71326	0.6002825	48.10075	0.9858757	53.93573	0.8629944	66.19341	0.4067796	55.66596	0.7711864	60.31952	0.4519774
NEGATIVE	2940719	58.6011	0.5381356	54.0579	0.6836158	58.31495	0.7683616	64.13412	0.2358757	54.52478	0.8347458	64.8794	0.480226	58.24079	0.6242938	61.08677	0.3983051
NEGATIVE	2970019	63.82148	0.2288136	51.82839	0.8135593	58.52194	0.7556497	60.12195	0.4463277	62.00989	0.3516949	62.10195	0.6624294	52.98523	0.9025424	58.96955	0.5466102
NEGATIVE	2970037	68.93121	0.07909604	62.6082	0.161017	77.70676	0.0240113	66.48933	0.1384181	67.59398	0.1129944	72.04623	0.1525424	64.3289	0.220339	73.22618	0.03954802
NEGATIVE	2970279	60.93071	0.3757062	56.25326	0.5155367	63.19212	0.4519774	60.62672	0.4237288	57.27037	0.6765537	67.01928	0.3573446	64.2093	0.2288136	63.81441	0.2641243
NEGATIVE	2970408	57.38289	0.6341808	53.70471	0.6991525	62.3056	0.5070621	54.32005	0.8319209	56.18641	0.7330508	66.59651	0.3799435	55.34374	0.7937853	63.74681	0.2725989
NEGATIVE	3060088	52.89376	0.8898305	57.82625	0.4152542	61.26241	0.5748588	50.27444	0.9533898	56.44094	0.7175141	52.69936	0.9745763	60.81516	0.4350283	53.89666	0.8573446
NEGATIVE	3060112	57.85012	0.5918079	58.96181	0.3474576	63.27451	0.4463277	57.00327	0.6779661	58.30382	0.6031073	61.31095	0.7118644	61.33466	0.3954802	62.86598	0.3177966
NEGATIVE	3060377	61.66909	0.3248588	58.98159	0.3418079	63.55195	0.4279661	57.78487	0.6200565	62.79395	0.2937853	67.12465	0.3559322	56.24956	0.7387006	59.88766	0.4872881
NEGATIVE	3060390	49.73255	0.9661017	49.52095	0.9138418	57.96247	0.7824859	46.37075	0.9957627	47.78965	0.990113	51.65242	0.9830508	50.84838	0.9463277	48.79915	0.9745763
NEGATIVE	3060646	75.15741	0.01836158	61.65524	0.2090396	70.76752	0.1101695	67.5974	0.1016949	80.67303	0.007062147	86.02784	0.007062147	77.17133	0.01553672	73.80934	0.03389831
NEGATIVE	3120279	70.99467	0.05084746	57.26709	0.4548023	71.78434	0.09180791	68.69376	0.07627118	70.86157	0.05225989	71.93691	0.1624294	63.76498	0.2542373	71.73164	0.0579096
NEGATIVE	3120372	55.09735	0.7782486	55.0022	0.6129944	65.34244	0.3432204	65.96415	0.1624294	49.49089	0.9717514	60.14889	0.7740113	54.24542	0.8502825	59.46408	0.5070621
NEGATIVE	3120427	55.24939	0.7655367	52.32354	0.789548	62.76072	0.4788136	58.03833	0.59887	54.92467	0.8149717	62.18767	0.6567796	51.25793	0.9350283	58.91589	0.5536723
NEGATIVE	3120450	58.28462	0.5635593	52.9244	0.7429379	63.65491	0.4223164	51.93752	0.9152542	54.89053	0.8163842	59.50292	0.8093221	51.47383	0.9322034	58.53126	0.579096
NEGATIVE	3120725	61.62751	0.329096	48.61232	0.9364407	57.27569	0.8177966	53.96154	0.8474576	56.89441	0.6949152	61.5111	0.6991525	60.27456	0.4745763	55.15212	0.7909604
NEGATIVE	3130112	56.44435	0.6878531	56.72931	0.4774011	61.28476	0.569209	64.45245	0.2175141	62.12241	0.3418079	64.60062	0.5056497	53.55383	0.8799435	55.3545	0.7740113
NEGATIVE	3130377	56.39807	0.6949152	55.36818	0.5889831	61.37751	0.5635593	59.09048	0.5225989	54.23954	0.8516949	62.73394	0.6242938	62.90398	0.3121469	57.58932	0.6384181
NEGATIVE	3130390	56.00322	0.7189265	49.51823	0.9152542	54.74607	0.930791	54.39037	0.8262712	52.80193	0.90113	54.96899	0.9420904	54.24703	0.84887	50.52967	0.9477401
NEGATIVE	3130646	70.24171	0.05932203	60.1546	0.2768362	69.7514	0.1327684	67.54887	0.1045198	64.72275	0.1991525	74.94713	0.08050848	68.62299	0.1016949	72.85654	0.04237288
NEGATIVE	3170139	50.00102	0.9576271	49.71789	0.9096045	49.63086	0.9915254	54.25961	0.8389831	53.78342	0.8686441	51.52716	0.9844633	44.89395	0.9971752	47.72751	0.9858757
NEGATIVE	3170390	78.52777	0.01129944	69.28713	0.03107345	57.52314	0.8008475	53.56628	0.8686441	65.72144	0.170904	78.6445	0.03531073	67.82852	0.1200565	66.96888	0.1426554
NEGATIVE	3170523	51.71006	0.9265537	52.89003	0.7443503	55.43761	0.9124294	53.91261	0.8516949	49.33021	0.9759887	63.11603	0.6045198	48.34649	0.9887006	58.98445	0.5451977
NEGATIVE	3170669	49.1635	0.9745763	46.12603	0.9858757	54.38602	0.9406779	48.57098	0.9788136	55.03733	0.8064972	49.62725	0.9943503	51.90849	0.9223164	52.74449	0.8997175
NEGATIVE	3190224	71.76846	0.03813559	57.67662	0.4265537	78.0202	0.01836158	69.09966	0.06638418	65.75616	0.1652542	70.55116	0.1977401	67.6673	0.1228814	65.12704	0.2090396
NEGATIVE	3190373	57.98653	0.5833333	51.22269	0.8531073	46.3635	0.9985875	51.53162	0.9265537	44.90316	1	55.24089	0.9392655	53.67304	0.8714689	48.73796	0.9774011
NEGATIVE	3190435	53.50165	0.8658192	52.86178	0.7485875	56.75969	0.8474576	58.42083	0.579096	56.17254	0.7358757	65.40705	0.4435028	58.8415	0.5776836	59.26052	0.5240113
NEGATIVE	3290088	71.20388	0.04661017	64.65847	0.09039548	72.55345	0.07627118	77.33212	0.005649718	66.53668	0.1384181	79.14365	0.03107345	66.86168	0.1412429	67.97256	0.1200565
NEGATIVE	3290181	53.97011	0.8375706	58.48952	0.3728814	63.94785	0.4039548	59.40362	0.5028248	53.17529	0.8884181	68.8241	0.269774	57.85346	0.6497175	69.18719	0.08757062
NEGATIVE	3290400	58.80617	0.5254237	55.5053	0.5776836	69.52559	0.1468927	62.2427	0.3375706	60.04105	0.4661017	66.39243	0.3968927	54.26022	0.8474576	59.89945	0.4858757
NEGATIVE	3290403	75.28642	0.01553672	57.72178	0.4223164	71.1021	0.1016949	75.23985	0.01271186	66.40871	0.1440678	66.25476	0.4011299	69.31322	0.08757062	64.79599	0.2217514
NEGATIVE	3290703	61.38997	0.3460452	59.38549	0.3079096	64.84419	0.3629943	56.94376	0.680791	60.33816	0.4519774	72.76212	0.1299435	58.57496	0.6002825	59.18377	0.5268362
NEGATIVE	3360608	63.45243	0.2514124	62.4408	0.1723164	65.14727	0.3516949	66.64958	0.1313559	62.43479	0.3177966	59.52629	0.8064972	59.34665	0.539548	62.36626	0.3305085
NEGATIVE	3370022	53.96317	0.8403955	53.21273	0.7245763	57.83894	0.7909604	50.31455	0.9519774	49.96444	0.9661017	56.47684	0.9124294	49.55165	0.9717514	54.71667	0.8135593
NEGATIVE	3370615	58.89521	0.5141243	56.60059	0.4887006	66.21678	0.2951977	60.01345	0.4491525	65.59606	0.1779661	61.53057	0.6977401	63.0534	0.2966102	58.86568	0.5564972
NEGATIVE	3390431	58.65575	0.5338983	61.48262	0.2245763	62.41311	0.5014125	63.52752	0.2754237	63.41027	0.2528249	65.85275	0.4194915	61.68417	0.3799435	56.07574	0.7288136
NEGATIVE	3390709	63.31286	0.2612994	61.53011	0.2217514	56.91066	0.8403955	63.97034	0.25	59.5988	0.4985876	58.01014	0.8531073	61.88812	0.3700565	62.83141	0.3206215
NEGATIVE	3400204	65.48408	0.1624294	66.24183	0.06073446	70.67759	0.1129944	64.55486	0.2161017	57.82209	0.6299435	71.44534	0.180791	65.85784	0.1680791	66.40143	0.1737288
NEGATIVE	3400315	65.9609	0.1412429	60.01951	0.2853107	70.5406	0.1186441	62.01763	0.3516949	62.49494	0.3149717	57.86733	0.8587571	58.39103	0.6158192	57.44537	0.6454802
NEGATIVE	3400670	66.13501	0.1299435	71.46139	0.01694915	62.37006	0.5028248	62.74181	0.3064972	62.09681	0.3460452	78.40453	0.03813559	72.74277	0.03389831	65.86972	0.1864407
NEGATIVE	3420100	45.70389	0.9957627	50.2561	0.8884181	51.92139	0.980226	52.22151	0.9124294	48.77971	0.9816384	52.4893	0.9774011	48.49554	0.9872881	49.47173	0.9675141
NEGATIVE	3420465	56.00341	0.7175141	49.84802	0.90113	68.6403	0.1723164	66.25732	0.1553672	60.46093	0.4378531	60.94586	0.7316384	55.26675	0.799435	64.17023	0.2556497
NEGATIVE	3420474	56.19078	0.7132769	50.91056	0.8644068	65.60559	0.3333333	60.12996	0.4449153	57.50527	0.6581921	64.17347	0.5381356	63.04505	0.2980226	55.18801	0.7881356
NEGATIVE	3420600	51.16323	0.9350283	58.40965	0.3813559	55.74175	0.8983051	52.87571	0.8870056	53.43168	0.8855932	60.36315	0.7641243	58.35084	0.6186441	54.10171	0.8502825
NEGATIVE	3440097	63.23636	0.2627119	58.58584	0.3700565	69.05168	0.1553672	72.26964	0.0240113	68.97411	0.08192091	65.28534	0.450565	70.89236	0.05932203	58.80138	0.5593221
NEGATIVE	3450192	56.53027	0.680791	61.79202	0.2033898	61.49041	0.5564972	59.54613	0.490113	60.38614	0.4463277	69.88606	0.2175141	63.62812	0.2612994	60.90028	0.4067796
NEGATIVE	3450324	61.04782	0.3658192	58.9957	0.3375706	63.51375	0.430791	56.62733	0.7090396	68.35023	0.08757062	72.11433	0.1483051	59.04037	0.5649717	57.59705	0.6341808
NEGATIVE	3450601	65.78474	0.1511299	67.38746	0.05084746	72.99356	0.07062147	72.13339	0.02542373	64.61229	0.2048023	78.43433	0.03672316	67.49169	0.1242938	77.74454	0.008474576
NEGATIVE	3460035	64.55542	0.2033898	55.92436	0.539548	59.10135	0.7132769	59.0716	0.5268362	57.32147	0.670904	56.75121	0.9039548	56.34266	0.7344633	55.88148	0.7429379
NEGATIVE	3460082	60.78487	0.3813559	50.14128	0.8926554	67.09344	0.2429378	56.32513	0.740113	55.8884	0.759887	69.30168	0.2372881	59.82395	0.509887	57.5077	0.6426554
NEGATIVE	3460551	59.04152	0.5042373	54.50396	0.6497175	59.52073	0.6793785	59.17163	0.5183616	54.05246	0.8587571	61.95358	0.6779661	64.8698	0.2019774	57.20783	0.670904
NEGATIVE	3520044	57.87654	0.5903955	51.17983	0.8545198	61.18724	0.5805085	47.66032	0.990113	50.6904	0.9548023	57.4259	0.8870056	55.54029	0.7824859	54.09734	0.8516949
NEGATIVE	3520121	63.72616	0.2372881	62.3723	0.1779661	74.78168	0.04096045	58.21843	0.5875706	62.14548	0.3403955	66.95431	0.3644068	62.67632	0.329096	66.09007	0.1793785
NEGATIVE	3520180	57.01882	0.6497175	54.97645	0.6144068	56.53515	0.8573446	54.94948	0.8050848	54.41127	0.8432204	61.87694	0.6822034	51.16549	0.9406779	58.79476	0.5607345
NEGATIVE	3520706	56.35824	0.6991525	47.80783	0.9576271	52.05779	0.9774011	57.37283	0.6525424	55.90233	0.7556497	57.65508	0.8742938	60.41586	0.4646893	53.23816	0.8884181
NEGATIVE	3610095	61.62756	0.3276836	58.609	0.3686441	63.01669	0.4646893	62.4315	0.3305085	67.25387	0.1228814	66.51921	0.391243	62.95675	0.309322	57.4036	0.65113
NEGATIVE	3610246	52.01086	0.9194915	49.26028	0.9194915	53.98769	0.9491525	57.55593	0.6398305	56.60802	0.710452	70.44964	0.2019774	59.74166	0.5141243	58.21297	0.6016949
NEGATIVE	3610327	53.12333	0.8799435	47.03073	0.9731638	53.09629	0.9661017	56.03617	0.7627119	57.68848	0.6398305	58.36678	0.8418079	54.71484	0.8305085	56.63804	0.7062147
NEGATIVE	3610433	60.45047	0.4025424	59.29583	0.3121469	76.48587	0.02966102	65.5879	0.1765537	68.02607	0.1002825	71.39436	0.1822034	68.55927	0.1031073	65.74191	0.1920904
NEGATIVE	3610500	59.44906	0.4717514	53.25672	0.7189265	62.5833	0.4872881	62.43744	0.329096	61.78112	0.3686441	66.89829	0.3700565	60.96251	0.4265537	66.20558	0.1779661
NEGATIVE	3710092	57.61208	0.6214689	54.61968	0.6384181	54.77441	0.9279661	48.59852	0.9774011	58.52961	0.5833333	61.77234	0.6878531	56.27863	0.7372881	64.62527	0.2372881
NEGATIVE	3710196	58.11532	0.5706215	57.87449	0.4124294	69.55748	0.1440678	69.32399	0.06214689	65.41836	0.1864407	64.05957	0.5480226	65.03899	0.1991525	68.32862	0.1115819
NEGATIVE	3710286	54.69447	0.7966102	47.32878	0.9618644	62.80948	0.4731638	58.30588	0.5819209	58.88142	0.5508475	59.6427	0.799435	52.75214	0.9081921	56.83238	0.6878531
NEGATIVE	3780168	56.59747	0.6765537	52.0744	0.8036723	56.66331	0.8502825	58.29551	0.5847458	57.94989	0.6186441	62.05096	0.6680791	61.12716	0.4110169	56.30016	0.720339
NEGATIVE	3800053	61.61003	0.3305085	60.84635	0.2457627	69.53069	0.1454802	69.23966	0.06355932	62.86106	0.2867232	70.62759	0.1935028	62.85548	0.3135593	61.33561	0.3785311
NEGATIVE	3800201	60.11019	0.4223164	50.74299	0.8714689	69.44521	0.1497175	52.41588	0.9025424	59.90337	0.4745763	72.6773	0.1327684	53.71256	0.8658192	60.16608	0.4661017
NEGATIVE	3800575	50.32778	0.9477401	49.35872	0.9180791	63.74972	0.4124294	58.19956	0.5918079	49.29779	0.9774011	53.7184	0.9646893	63.56893	0.2669491	51.94222	0.9223164
NEGATIVE	3830017	56.46479	0.6864407	53.44804	0.7090396	54.34383	0.9420904	55.38082	0.7909604	48.29987	0.9844633	53.78638	0.9632769	49.52765	0.9731638	55.95431	0.7372881
NEGATIVE	3830180	73.71349	0.02824859	58.79004	0.3559322	74.46309	0.0480226	74.45243	0.01694915	73.53343	0.02966102	74.57549	0.08615819	68.99599	0.0960452	69.12333	0.08898305
NEGATIVE	3830706	61.01127	0.3672316	53.15575	0.7274011	56.07555	0.8884181	61.41436	0.3841808	58.07547	0.6129944	58.90257	0.8262712	59.58342	0.5169492	59.66364	0.4985876
NEGATIVE	3830746	56.22057	0.7118644	52.70778	0.7627119	64.1661	0.3983051	55.92355	0.7655367	57.64563	0.6454802	66.59608	0.3813559	58.74204	0.5847458	56.71539	0.700565
NEGATIVE	3840025	56.62027	0.6723164	58.96609	0.3446328	67.80539	0.2076271	63.11279	0.2951977	62.37116	0.3234463	69.80566	0.2217514	57.19572	0.6850283	66.77608	0.1511299
NEGATIVE	3840148	60.47696	0.3983051	54.71879	0.6299435	64.88381	0.358757	57.81829	0.6158192	57.9411	0.6200565	63.08258	0.6087571	56.13851	0.7429379	57.57491	0.6412429
NEGATIVE	3850048	58.29902	0.5621469	52.10255	0.8022599	67.06758	0.2457627	59.08546	0.5254237	61.96886	0.3573446	77.53896	0.0480226	65.77008	0.170904	66.45021	0.1694915
NEGATIVE	3850114	47.32569	0.990113	47.90475	0.9548023	57.00711	0.8361582	49.87068	0.9590396	47.45901	0.9915254	61.29324	0.7146893	48.59723	0.9858757	51.89524	0.9251412
NEGATIVE	3850544	55.98004	0.720339	53.98865	0.6892655	55.99622	0.8926554	59.42973	0.5	50.22417	0.9632769	56.31336	0.9166667	65.92422	0.1666667	59.32259	0.5169492
NEGATIVE	3850743	67.72829	0.09745762	59.22993	0.3163842	65.87228	0.3135593	64.17312	0.2330509	60.7103	0.4237288	80.48925	0.02259887	67.37206	0.1271186	75.08005	0.02118644
NEGATIVE	3890121	61.23891	0.3516949	57.90709	0.4081921	66.09359	0.299435	58.87732	0.5409604	58.37531	0.5960452	68.4286	0.2937853	58.0888	0.6398305	61.00336	0.4025424
NEGATIVE	3890630	56.79323	0.6624294	56.8134	0.470339	65.09576	0.3531073	63.64108	0.269774	57.14742	0.6822034	66.24808	0.4025424	57.87412	0.6483051	63.0601	0.3121469
NEGATIVE	3930184	75.11674	0.01977401	67.42369	0.04943503	67.64434	0.2175141	73.15816	0.01836158	73.40845	0.03107345	77.81118	0.04519774	72.31538	0.04096045	76.82372	0.01271186
NEGATIVE	3930341	53.71624	0.8587571	56.68842	0.4830509	66.2703	0.2923729	48.609	0.9759887	61.53082	0.3771186	58.55365	0.8347458	63.40649	0.279661	52.41813	0.9081921
NEGATIVE	3930379	60.38308	0.4053672	58.32131	0.391243	61.19313	0.579096	63.88926	0.2556497	70.24276	0.05932203	65.01507	0.4717514	63.91019	0.2429378	56.90995	0.680791
NEGATIVE	3930392	55.62361	0.740113	57.89184	0.4096045	58.02352	0.7782486	57.75838	0.6214689	60.10823	0.4618644	64.84341	0.4830509	53.68985	0.8686441	63.11956	0.3050847
NEGATIVE	3940008	54.2618	0.8206215	57.01601	0.460452	64.08668	0.4011299	60.16602	0.4420904	58.73008	0.5649717	64.52907	0.5112994	55.64958	0.7725989	62.47284	0.329096
NEGATIVE	3940167	54.23149	0.8234463	51.80851	0.8149717	60.77594	0.5974576	57.59171	0.6384181	62.38622	0.3206215	61.08471	0.7231638	60.09013	0.4915254	60.04379	0.4731638
NEGATIVE	3940292	53.88661	0.8446327	62.38489	0.1765537	64.24187	0.3926554	55.47249	0.7853107	59.55724	0.5056497	70.44315	0.2033898	61.12254	0.4124294	61.59353	0.3644068
NEGATIVE	3940360	69.99957	0.06638418	58.61981	0.3658192	79.08794	0.01129944	61.61612	0.3714689	81.60011	0.004237288	85.87211	0.009887005	75.50504	0.01977401	73.48312	0.03672316
NEGATIVE	3990241	61.45095	0.3418079	55.42909	0.5833333	57.04381	0.8319209	60.55011	0.4265537	51.17909	0.9378531	64.47545	0.5155367	60.65699	0.4463277	61.2384	0.3884181
NEGATIVE	3990441	56.49574	0.6836158	55.15475	0.59887	58.90832	0.7274011	52.4258	0.90113	57.47075	0.6610169	63.22628	0.59887	55.59076	0.7768362	55.5853	0.759887
NEGATIVE	3990468	53.79625	0.8545198	49.74036	0.9053673	53.12875	0.9632769	61.1595	0.3968927	50.38644	0.960452	61.42841	0.7033898	50.93846	0.9449152	58.79006	0.5621469
NEGATIVE	3990523	55.9767	0.7217514	63.46759	0.1327684	63.3912	0.4392655	62.57636	0.319209	63.90125	0.2330509	68.0912	0.309322	63.59889	0.2655367	63.37156	0.2937853
NEGATIVE	3990554	58.05569	0.5748588	60.3187	0.2669491	63.3708	0.440678	56.58847	0.7146893	60.70201	0.4251412	64.97038	0.4759887	59.34288	0.5409604	55.91205	0.7387006
NEGATIVE	4010367	63.17092	0.2641243	65.39668	0.07768361	70.33869	0.1242938	64.84254	0.2048023	66.50135	0.1398305	73.71015	0.1031073	63.19785	0.289548	69.50607	0.08050848
NEGATIVE	4010414	74.36551	0.0240113	63.0625	0.1426554	66.58255	0.2683616	66.34952	0.1511299	62.2742	0.3319209	75.56276	0.07485875	70.22191	0.07062147	71.88863	0.05367232
NEGATIVE	4040471	64.56353	0.200565	59.33265	0.3107345	62.17004	0.5155367	64.57874	0.2118644	61.72152	0.3700565	70.60849	0.1963277	62.64192	0.3333333	60.93482	0.4053672
NEGATIVE	4040739	57.72418	0.6087571	54.01294	0.6878531	68.00758	0.1977401	59.28189	0.509887	53.93988	0.8601695	60.93667	0.7330508	53.89978	0.8587571	58.35383	0.5932204
NEGATIVE	4040746	63.82296	0.2274011	65.06309	0.08192091	66.91814	0.25	62.93126	0.3022599	58.13238	0.6101695	60.71518	0.75	58.23149	0.6271186	57.95291	0.6200565
NEGATIVE	4040768	70.86595	0.05367232	59.10735	0.329096	74.94757	0.03954802	63.23009	0.289548	65.93125	0.1581921	71.52802	0.1779661	71.33929	0.05084746	65.52866	0.1935028
NEGATIVE	4050445	59.5391	0.4661017	52.72849	0.759887	63.2104	0.4491525	59.49178	0.4957627	60.38921	0.4449153	60.09397	0.779661	55.56633	0.7782486	60.65124	0.4194915
NEGATIVE	4050615	63.60523	0.2443503	60.41999	0.2612994	74.66287	0.04519774	60.3998	0.4336158	74.47667	0.02259887	57.91666	0.8573446	58.97915	0.5677966	55.29381	0.779661
NEGATIVE	4060139	52.45325	0.9025424	55.4858	0.5819209	63.29454	0.4449153	53.59647	0.8644068	57.71645	0.6384181	55.70197	0.9364407	58.14267	0.6327683	53.00576	0.8940678
NEGATIVE	4060433	67.43865	0.1045198	50.9487	0.8615819	60.12797	0.6384181	63.11153	0.2966102	56.87654	0.6963277	64.27383	0.5282486	57.07386	0.6963277	59.93631	0.480226
NEGATIVE	4060554	60.22171	0.4166667	54.60202	0.6398305	56.64477	0.8531073	56.22357	0.7485875	55.05072	0.8050848	68.54378	0.2867232	60.77442	0.4378531	55.38213	0.769774
NEGATIVE	4070017	66.99003	0.1144068	63.23995	0.1370057	80.37528	0.009887005	65.242	0.1892655	63.54156	0.2485876	72.6385	0.1341808	67.6816	0.1214689	71.46995	0.06214689
NEGATIVE	4070044	58.41787	0.5564972	51.43979	0.8375706	56.50283	0.8587571	53.15826	0.8771186	54.30333	0.8474576	62.61263	0.6285311	60.93257	0.4293785	58.51441	0.5819209
NEGATIVE	4070128	58.5495	0.5409604	50.87734	0.8658192	62.15844	0.5183616	61.26649	0.3898305	56.87543	0.6977401	59.75288	0.7937853	54.44799	0.8389831	55.74542	0.7485875
NEGATIVE	4070706	65.29154	0.1694915	56.49223	0.5	69.62636	0.1398305	63.67881	0.2669491	60.4557	0.4392655	69.19281	0.2415254	64.34526	0.2189265	59.54639	0.5028248
NEGATIVE	4120224	60.46156	0.4011299	59.65066	0.2980226	55.76911	0.8968927	68.48653	0.08474576	63.59413	0.2415254	64.57526	0.5084746	61.24524	0.4011299	53.51134	0.8700565
NEGATIVE	4120356	59.88046	0.4449153	58.34747	0.3870057	58.82853	0.7316384	60.31059	0.4350283	56.81917	0.700565	67.56832	0.3333333	60.40702	0.4661017	72.73244	0.04519774
NEGATIVE	4120689	54.12101	0.829096	51.13015	0.8559322	52.05043	0.9788136	55.64406	0.7782486	53.14439	0.8898305	58.60756	0.8305085	61.45728	0.391243	48.77555	0.9759887
NEGATIVE	4150142	52.46106	0.90113	47.85492	0.9562147	52.26605	0.9731638	50.99598	0.9406779	48.94168	0.980226	57.59743	0.8757062	58.5574	0.6016949	53.78213	0.8658192
NEGATIVE	4150328	65.43026	0.1638418	54.65728	0.6355932	61.43657	0.5607345	56.37365	0.7372881	63.16671	0.2669491	62.35743	0.6440678	66.82368	0.1426554	61.70183	0.3545198
NEGATIVE	4150470	53.5392	0.8644068	54.14401	0.6793785	63.41514	0.4336158	66.69249	0.1299435	54.71469	0.8234463	62.14298	0.6581921	56.1819	0.740113	58.29918	0.5960452
NEGATIVE	4150612	59.89653	0.4435028	50.34857	0.8870056	58.80466	0.7330508	61.92022	0.3601695	57.63221	0.6497175	59.50581	0.8079096	57.68994	0.6596045	55.01023	0.799435
NEGATIVE	4180014	54.21065	0.8276836	55.1462	0.6002825	59.47169	0.6850283	65.76818	0.1723164	59.74757	0.4844633	62.04298	0.6694915	63.86161	0.2471751	56.23091	0.7217514
NEGATIVE	4180279	59.57543	0.4632768	59.23165	0.3149717	60.41738	0.6214689	58.93063	0.5353107	70.51369	0.05508475	59.80791	0.7881356	60.76088	0.4420904	61.35962	0.3771186
NEGATIVE	4180408	60.83977	0.3771186	57.44529	0.4392655	66.54282	0.2725989	57.49518	0.6483051	65.95903	0.1567797	68.88689	0.2655367	67.47883	0.1257062	64.79011	0.2231638
NEGATIVE	4180707	64.18737	0.2146893	61.55329	0.220339	61.66361	0.5480226	59.76084	0.4745763	61.86046	0.3629943	64.09021	0.5451977	58.25541	0.6228814	73.47383	0.03813559
NEGATIVE	4200427	44.57515	0.9985875	47.21464	0.9661017	54.62975	0.9336158	48.02302	0.9872881	50.89132	0.9491525	54.35257	0.9548023	54.2788	0.8460452	50.37854	0.9548023
