PROBE_ID	SYMBOL	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval						
ILMN_1809607	PPIF	66.1673	0.1285311	59.16102	0.3248588	73.41377	0.05932203	59.88786	0.4675141	57.92552	0.6214689	69.94431	0.2118644	66.56476	0.1497175	67.24232	0.1327684						
ILMN_1807611	PPIG	264.2686	0	274.1911	0	353.7621	0	278.116	0	232.6408	0	273.1052	0	203.7347	0	240.3214	0						
ILMN_1801913	PPIH	689.0456	0	677.2905	0	878.7635	0	672.3521	0	383.5201	0	438.8041	0	314.5191	0	381.5778	0						
ILMN_1768782	PPIL1	68.32875	0.08474576	61.25933	0.2344633	76.54165	0.02824859	69.01701	0.06920904	61.42554	0.3813559	66.00513	0.4138418	63.6839	0.2556497	57.90398	0.6214689						
ILMN_1675273	PPIL2	75.44598	0.01271186	69.8124	0.02683616	78.92689	0.01412429	67.20683	0.1087571	65.16277	0.1892655	65.13151	0.4632768	64.26263	0.2259887	67.55239	0.1299435						
ILMN_1802872	PPIL2	56.49019	0.6836158	61.04027	0.2415254	73.71786	0.05932203	59.43656	0.4971751	65.07626	0.1892655	69.85155	0.2175141	65.21037	0.1878531	58.99516	0.5423729						
ILMN_1729690	PPIL2	75.26617	0.01553672	65.81973	0.07062147	66.8553	0.2556497	65.51926	0.1793785	77.64981	0.01271186	70.95207	0.1878531	62.81232	0.3149717	71.35382	0.06214689						
ILMN_1760040	PPIL3	60.53933	0.3940678	55.22826	0.5960452	71.78223	0.09180791	76.74407	0.007062147	64.19683	0.220339	66.75699	0.3757062	57.98272	0.6426554	68.82651	0.1002825						
ILMN_1770020	PPIL3	1120.721	0	1143.096	0	1543.057	0	1070.146	0	742.8738	0	934.116	0	703.4803	0	854.2389	0						
ILMN_1799151	PPIL4	62.15604	0.3008475	62.52266	0.1652542	74.52898	0.04519774	60.99182	0.4053672	66.20177	0.1497175	80.55358	0.02118644	67.80825	0.1200565	67.30743	0.1313559						
ILMN_1715616	PPIL5	243.6847	0	237.8499	0	329.9976	0	246.3192	0	117.3784	0	157.2507	0	109.7799	0	143.4613	0						
ILMN_1758085	PPIL5	56.74751	0.6652542	51.25687	0.8460452	56.15072	0.8785311	50.94414	0.9420904	47.23676	0.9915254	65.40035	0.4449153	59.67859	0.5155367	51.27242	0.9406779						
ILMN_1778890	PPIL5	107.0386	0	100.0661	0	134.0624	0	92.45399	0.001412429	75.63097	0.01553672	84.02238	0.01129944	79.15724	0.009887005	89.76683	0.001412429						
ILMN_1657058	PPIL6	70.55844	0.05649718	74.19028	0.009887005	80.35336	0.009887005	66.28054	0.1539548	92.95955	0.001412429	104.6285	0.002824859	81.63885	0.004237288	93.0893	0.001412429						
ILMN_1806030	PPL	175.0969	0	162.2053	0	253.0578	0	172.0795	0	270.8343	0	284.4377	0	220.03	0	252.1918	0						
ILMN_1690077	PPM1A	69.82736	0.06779661	66.43588	0.05367232	75.58315	0.03389831	70.98851	0.04237288	79.43118	0.009887005	79.48355	0.0240113	74.99681	0.02259887	69.4228	0.08333334						
ILMN_1727127	PPM1A	73.12338	0.03107345	61.87649	0.1991525	81.31159	0.005649718	68.46554	0.08474576	64.06728	0.2274011	68.06066	0.3107345	56.2166	0.7387006	64.23981	0.2528249						
ILMN_1727138	PPM1B	65.08748	0.1737288	58.77634	0.3559322	81.26926	0.005649718	63.754	0.2612994	65.55085	0.1779661	76.03053	0.06638418	68.27779	0.1073446	66.35913	0.1737288						
ILMN_1796085	PPM1B	67.30669	0.1087571	69.66291	0.02683616	79.65091	0.009887005	72.16682	0.0240113	66.36195	0.1440678	81.0518	0.01836158	72.36608	0.03813559	81.55709	0.002824859						
ILMN_1734991	PPM1B	155.1008	0	159.7144	0	168.0011	0	153.02	0	191.0055	0	211.2091	0	169.5279	0	171.6353	0						
ILMN_1727915	PPM1B	75.07863	0.01977401	70.46178	0.02118644	76.85928	0.02824859	70.65453	0.04519774	70.39732	0.05649718	80.28629	0.02259887	83.69131	0.001412429	78.57793	0.005649718						
ILMN_1670875	PPM1D	164.5475	0	178.7175	0	221.2956	0	164.5097	0	274.5264	0	297.3235	0	238.1859	0	321.8525	0						
ILMN_1671513	PPM1E	56.3914	0.6949152	51.44278	0.8361582	61.26595	0.5734463	53.18914	0.8757062	58.67875	0.569209	57.09888	0.8983051	51.72659	0.9265537	59.76989	0.4915254						
ILMN_1708508	PPM1E	57.15667	0.6426554	61.63094	0.210452	61.42421	0.5607345	69.30035	0.06214689	70.16988	0.05932203	63.1407	0.6016949	77.43495	0.01271186	74.66882	0.02542373						
ILMN_1756118	PPM1F	413.3503	0	373.5045	0	483.2214	0	365.8965	0	769.1941	0	927.0562	0	784.142	0	898.2222	0						
ILMN_1771637	PPM1G	432.2831	0	419.5124	0	544.2244	0	393.6458	0	194.2794	0	242.8144	0	197.6717	0	216.4343	0						
ILMN_1765522	PPM1G	52.61173	0.8954802	59.5085	0.3022599	58.65858	0.7471752	57.19258	0.6638418	51.19832	0.9364407	58.35096	0.8418079	51.31788	0.9336158	53.91662	0.8559322						
ILMN_1799150	PPM1J	63.1267	0.2655367	64.11452	0.1045198	75.66941	0.03248588	58.73937	0.5522599	63.73278	0.2387006	70.1305	0.2076271	66.09409	0.1624294	67.63879	0.1285311						
ILMN_1718222	PPM1K	73.39502	0.02824859	62.14497	0.1822034	78.39925	0.01553672	67.85432	0.09322034	197.9816	0	255.4981	0	203.5573	0	223.8661	0						
ILMN_1763793	PPM1L	61.09015	0.3573446	54.83753	0.6257062	65.45885	0.3403955	55.99279	0.7627119	65.4791	0.1793785	64.65398	0.5014125	59.86396	0.5056497	71.28107	0.06355932						
ILMN_1657810	PPM1M	259.4173	0	230.9001	0	310.0875	0	230.011	0	545.3045	0	674.3928	0	508.3885	0	630.899	0						
ILMN_1720631	PPM2C	306.9062	0	326.6454	0	393.1538	0	277.8171	0	199.4236	0	252.6639	0	173.8397	0	233.2904	0						
ILMN_1732772	PPME1	503.8033	0	508.205	0	681.7313	0	527.5274	0	271.7076	0	271.1655	0	220.3382	0	258.4067	0						
ILMN_1673798	PPOX	406.6927	0	383.6104	0	494.5677	0	359.0831	0	226.4663	0	258.4953	0	212.0428	0	231.0963	0						
ILMN_1695827	PPP1CA	371.7086	0	371.7991	0	500.6945	0	341.5763	0	244.8732	0	278.9579	0	210.6731	0	245.7788	0						
ILMN_1736942	PPP1CB	825.0441	0	855.9236	0	1150.897	0	852.428	0	1424.175	0	1813.487	0	1313.396	0	1760.855	0						
ILMN_1701855	PPP1CC	3383.829	0	3489.377	0	4458.104	0	3287.445	0	1713.399	0	1995.716	0	1540.073	0	1879.407	0						
ILMN_1659058	PPP1R10	306.0522	0	306.2416	0	422.4416	0	302.0372	0	542.4995	0	580.3393	0	506.6411	0	584.5181	0						
ILMN_1747598	PPP1R11	1640.647	0	1577.857	0	2063.397	0	1516.672	0	2050.356	0	2077.505	0	1689.644	0	2069.833	0						
ILMN_1739622	PPP1R12A	142.5051	0	168.3716	0	206.5001	0	154.5051	0	152.6533	0	165.2659	0	149.8406	0	165.2706	0						
ILMN_1756289	PPP1R12B	53.98276	0.8361582	52.77554	0.7528248	62.91808	0.470339	50.6702	0.9477401	61.67075	0.3714689	66.6347	0.3785311	58.50161	0.6045198	57.74911	0.6285311						
ILMN_1685286	PPP1R12C	189.3747	0	186.1717	0	213.3508	0	176.1638	0	312.5201	0	347.5037	0	331.2873	0	320.9225	0						
ILMN_1748831	PPP1R13B	330.0491	0	320.0008	0	362.0903	0	295.3937	0	931.2718	0	980.859	0	865.4263	0	985.7385	0						
ILMN_1669390	PPP1R13L	136.3439	0	127.029	0	147.2427	0	122.5034	0	182.2207	0	214.5896	0	204.9609	0	213.331	0						
ILMN_1761968	PPP1R14A	116.7172	0	108.464	0	130.4532	0	133.9965	0	763.6641	0	902.3788	0	792.422	0	776.2111	0						
ILMN_1651406	PPP1R14B	4970.05	0	4819.005	0	6468.949	0	4592.066	0	1187.822	0	1351.127	0	1116.141	0	1408.323	0						
ILMN_1664855	PPP1R14C	77.87327	0.01129944	75.5722	0.008474576	87.04979	0.004237288	79.4939	0.002824859	341.5825	0	397.3711	0	351.0298	0	374.8964	0						
ILMN_1788267	PPP1R14D	67.86158	0.09463277	64.22813	0.1045198	66.63358	0.2655367	62.62556	0.3177966	70.58162	0.05367232	69.12742	0.2429378	67.97595	0.1158192	56.07071	0.7288136						
ILMN_1659936	PPP1R15A	1134.152	0	1050.712	0	1208.789	0	952.9443	0	6137.725	0	7566.614	0	6563.097	0	6678.575	0						
ILMN_1670664	PPP1R15B	62.49147	0.289548	51.21848	0.8531073	54.44538	0.9392655	56.77701	0.700565	65.57869	0.1779661	69.22966	0.2372881	67.13616	0.1327684	63.85123	0.2627119						
ILMN_1757882	PPP1R16A	408.2086	0	398.6789	0	530.8158	0	403.2448	0	249.4716	0	285.6495	0	237.3789	0	227.8689	0						
ILMN_1727098	PPP1R16B	65.14764	0.1723164	73.62874	0.01271186	86.13968	0.004237288	74.81801	0.01412429	287.4499	0	316.0126	0	244.4535	0	287.0418	0						
ILMN_1782847	PPP1R1B	75.28657	0.01412429	84.78276	0	75.93811	0.03107345	91.36943	0.001412429	85.66389	0.002824859	88.61906	0.004237288	82.5507	0.001412429	79.35034	0.004237288						
ILMN_1690096	PPP1R1B	60.81446	0.3771186	59.217	0.3177966	61.03075	0.5833333	62.10123	0.3446328	55.55875	0.7782486	61.16447	0.720339	56.10778	0.7443503	59.13896	0.5353107						
ILMN_1809301	PPP1R1B	65.11466	0.1737288	72.48917	0.01412429	77.7727	0.02118644	66.7441	0.1257062	69.6907	0.07062147	83.22098	0.01129944	65.02707	0.1991525	71.98568	0.05084746						
ILMN_1683044	PPP1R2	407.3204	0	416.4484	0	530.1401	0	379.883	0	611.5713	0	748.2755	0	579.2073	0	739.5954	0						
ILMN_1741649	PPP1R3A	70.52212	0.05649718	60.62155	0.2556497	63.88826	0.4096045	67.38466	0.1059322	63.14593	0.2669491	69.31958	0.2344633	62.98255	0.3036723	66.16795	0.1779661						
ILMN_1712236	PPP1R3B	73.3184	0.02824859	65.53157	0.07485875	79.2384	0.009887005	76.87737	0.005649718	66.16579	0.1511299	71.96217	0.1596045	72.39706	0.03813559	76.16418	0.01553672						
ILMN_1736670	PPP1R3C	89.14131	0.001412429	98.10265	0	116.8822	0	94.73381	0.001412429	270.434	0	316.2146	0	248.5156	0	305.9958	0						
ILMN_1781198	PPP1R3D	86.45753	0.001412429	77.8712	0.004237288	84.6791	0.004237288	83.74948	0.002824859	113.397	0	122.615	0	97.39822	0.001412429	111.7945	0						
ILMN_1784822	PPP1R3F	61.52963	0.3361582	59.50203	0.3022599	75.47168	0.03389831	65.10197	0.1977401	146.3699	0	155.856	0	119.9169	0	131.4249	0						
ILMN_1808333	PPP1R7	225.2487	0	223.1583	0	330.1559	0	229.4857	0	323.3702	0	380.1213	0	317.2442	0	386.3207	0						
ILMN_1732141	PPP1R8	58.11835	0.5677966	58.57952	0.3700565	62.81686	0.4717514	63.03104	0.2980226	67.84666	0.1059322	62.42488	0.6426554	61.61463	0.3841808	60.3042	0.4548023						
ILMN_1781526	PPP1R8	107.3205	0	104.5267	0	137.2025	0	105.1028	0	99.93597	0.001412429	124.8385	0	89.39007	0.001412429	109.5201	0						
ILMN_1688865	PPP1R9B	64.33794	0.2090396	63.14127	0.1384181	64.10236	0.3997175	58.55673	0.5663842	61.17695	0.3926554	63.89673	0.5593221	61.49577	0.3898305	65.51455	0.1935028						
ILMN_1722858	PPP2CA	2253.267	0	2327.78	0	3534.966	0	2298.775	0	1816.851	0	2139.24	0	1542.851	0	2166.279	0						
ILMN_1712659	PPP2CB	539.0079	0	588.2103	0	802.5745	0	536.6992	0	818.1315	0	885.1116	0	746.1776	0	938.631	0						
ILMN_1675693	PPP2CB	68.95267	0.07768361	58.73594	0.3559322	59.46017	0.6864407	58.15429	0.5918079	69.73976	0.07062147	83.32029	0.01129944	64.38425	0.2146893	67.20062	0.1355932						
ILMN_1810467	PPP2R1A	3462.73	0	3396.369	0	4161.638	0	3316.809	0	1635.383	0	1955.353	0	1682.199	0	1904.373	0						
ILMN_1779841	PPP2R1B	107.3839	0	119.8402	0	127.2939	0	103.9556	0	78.73028	0.01129944	93.34022	0.004237288	77.38805	0.01271186	76.8362	0.01129944						
ILMN_1704656	PPP2R1B	119.5978	0	124.7908	0	174.593	0	118.6977	0	78.94299	0.01129944	85.18382	0.009887005	75.54836	0.01836158	85.93964	0.002824859						
ILMN_1709247	PPP2R1B	72.11224	0.03531073	69.6776	0.02683616	71.75859	0.09180791	71.60974	0.03531073	70.47609	0.05508475	74.89191	0.08192091	66.15112	0.161017	67.77577	0.1228814						
ILMN_1788961	PPP2R2A	663.0563	0	645.3967	0	816.1487	0	587.5881	0	558.0362	0	679.077	0	547.0663	0	670.427	0						
ILMN_1807742	PPP2R2B	60.00819	0.430791	57.81678	0.4152542	46.40859	0.9971752	56.70025	0.7048023	65.09587	0.1892655	67.43619	0.3403955	60.02288	0.4943503	54.35674	0.829096						
ILMN_1751398	PPP2R2B	65.56519	0.1567797	61.43682	0.2259887	65.5187	0.3403955	68.44231	0.08474576	60.02121	0.4661017	67.63939	0.3305085	73.37786	0.02966102	64.93303	0.2146893						
ILMN_1660732	PPP2R2B	119.9937	0	118.2837	0	161.2762	0	131.0531	0	131.3086	0	138.1967	0	112.5117	0	134.4804	0						
ILMN_1669365	PPP2R2B	61.13167	0.3559322	51.14584	0.8545198	61.72556	0.5466102	60.40597	0.4322034	65.14562	0.1892655	76.1624	0.06355932	62.65296	0.3305085	59.10554	0.5381356						
ILMN_1661129	PPP2R2C	70.91441	0.05225989	63.40989	0.1341808	64.02002	0.4025424	75.32039	0.009887005	61.99606	0.3516949	64.52026	0.5112994	61.8762	0.3700565	60.19515	0.4632768						
ILMN_1680507	PPP2R2C	136.4293	0	142.2164	0	199.5786	0	147.0817	0	57.6342	0.6483051	62.28644	0.6525424	61.67068	0.3799435	63.56844	0.2810735						
ILMN_1683589	PPP2R2D	77.82935	0.01129944	60.64956	0.2556497	73.1081	0.06497175	73.05683	0.01836158	72.83661	0.03531073	75.15722	0.07909604	67.80085	0.1200565	56.25619	0.720339						
ILMN_1778587	PPP2R2D	407.3351	0	391.1555	0	496.6801	0	378.8893	0	389.2946	0	463.186	0	379.6964	0	444.9202	0						
ILMN_1805652	PPP2R2D	77.59092	0.01129944	75.92615	0.007062147	98.01081	0.001412429	66.65126	0.1299435	82.13151	0.002824859	82.478	0.01129944	76.34527	0.01553672	94.17626	0.001412429						
ILMN_1656393	PPP2R3A	125.63	0	113.9343	0	143.8505	0	123.5863	0	204.3252	0	257.103	0	188.0933	0	223.7412	0						
ILMN_1702708	PPP2R3A	60.84218	0.3757062	52.18433	0.7980226	65.36877	0.3418079	57.69468	0.6271186	64.29649	0.2132768	60.74754	0.7457627	58.21675	0.6271186	52.98468	0.8940678						
ILMN_1718805	PPP2R3A	72.66363	0.03389831	61.86876	0.1991525	69.34505	0.1539548	76.3696	0.007062147	67.96585	0.1016949	80.47325	0.02259887	76.07061	0.01553672	63.99271	0.2584746						
ILMN_1689720	PPP2R3B	81.19421	0.002824859	73.84602	0.01129944	108.0007	0	84.45022	0.001412429	80.00275	0.008474576	82.82632	0.01129944	71.23465	0.05367232	75.72501	0.01553672						
ILMN_1752032	PPP2R3B	72.51677	0.03389831	72.33063	0.01412429	81.11155	0.005649718	62.55097	0.319209	71.54983	0.04378531	74.80422	0.08474576	71.75465	0.04519774	68.0778	0.1186441						
ILMN_1712257	PPP2R3B	94.24593	0	107.2386	0	110.7232	0	99.07017	0.001412429	82.2239	0.002824859	104.584	0.002824859	84.18738	0.001412429	80.00105	0.002824859						
ILMN_1662617	PPP2R3C	267.3554	0	284.0372	0	414.5158	0	265.3494	0	251.1669	0	278.6031	0	213.3705	0	263.6784	0						
ILMN_1658951	PPP2R4	62.10905	0.3050847	56.78146	0.4717514	59.69741	0.6624294	62.17977	0.3389831	53.42763	0.8855932	65.05573	0.470339	53.31777	0.8954802	69.3161	0.08474576						
ILMN_1652249	PPP2R4	65.23032	0.1723164	54.00243	0.6878531	66.07515	0.299435	63.78573	0.259887	55.36675	0.7909604	67.50517	0.3375706	59.72651	0.5141243	56.31261	0.7189265						
ILMN_1729123	PPP2R4	671.4492	0	632.9163	0	814.3962	0	661.9444	0	590.252	0	703.4618	0	579.9412	0	666.2018	0						
ILMN_1738784	PPP2R5A	485.035	0	473.4303	0	568.4342	0	462.2201	0	1116.437	0	1256.758	0	979.3307	0	1077.194	0						
ILMN_1693975	PPP2R5B	68.68555	0.08192091	60.41842	0.2612994	77.50174	0.02542373	68.02705	0.09039548	70.93794	0.05084746	83.14988	0.01129944	67.84214	0.1172316	70.69993	0.06779661						
ILMN_1789283	PPP2R5C	323.0133	0	308.1964	0	426.8477	0	283.0575	0	201.8327	0	220.9677	0	185.8532	0	214.8911	0						
ILMN_1780913	PPP2R5C	65.88734	0.1468927	67.2683	0.05084746	74.00704	0.05225989	69.16077	0.06497175	67.90744	0.1059322	77.34016	0.05084746	70.8191	0.06073446	74.4337	0.02683616						
ILMN_1795846	PPP2R5C	101.463	0	69.97528	0.02259887	94.51737	0.001412429	83.28019	0.002824859	76.91541	0.01271186	101.367	0.002824859	86.46294	0.001412429	89.64824	0.001412429						
ILMN_1699384	PPP2R5D	54.264	0.819209	54.84388	0.6257062	63.61324	0.4237288	58.86908	0.5409604	54.4881	0.8347458	53.19141	0.9675141	53.04839	0.90113	59.72769	0.4915254						
ILMN_1780940	PPP2R5D	258.61	0	255.7655	0	366.3666	0	258.9474	0	156.7949	0	189.8767	0	145.4703	0	184.6088	0						
ILMN_1666761	PPP2R5E	655.1191	0	686.0225	0	998.4434	0	687.3087	0	426.135	0	525.968	0	393.681	0	521.1142	0						
ILMN_1670970	PPP3CA	102.5537	0	101.5742	0	118.6822	0	102.1047	0	161.2777	0	194.5444	0	160.164	0	161.4991	0						
ILMN_1802669	PPP3CB	509.6396	0	495.9735	0	670.5322	0	429.6265	0	846.3026	0	920.8576	0	736.7	0	916.0244	0						
ILMN_1690546	PPP3CC	188.8648	0	193.4369	0	232.3315	0	200.5777	0	327.6446	0	403.0556	0	295.3362	0	353.0066	0						
ILMN_1796962	PPP3R1	546.9841	0	572.5621	0	812.853	0	557.4079	0	315.2911	0	374.8545	0	322.3501	0	368.4624	0						
ILMN_1721271	PPP3R2	54.06229	0.8319209	52.73809	0.7570621	64.56102	0.3813559	61.20412	0.391243	54.4099	0.8432204	63.44341	0.5889831	63.21316	0.2881356	61.74184	0.3488701						
ILMN_1750364	PPP4C	1636.445	0	1555.272	0	2082.176	0	1371.837	0	775.69	0	885.8045	0	741.6941	0	874.2285	0						
ILMN_1724544	PPP4R1	959.157	0	986.2496	0	1532.915	0	1016.668	0	1083.151	0	1208.427	0	953.7579	0	1221.626	0						
ILMN_1805534	PPP4R1L	63.36236	0.2584746	56.25261	0.5155367	65.07635	0.3531073	64.91727	0.2019774	64.46358	0.210452	71.03652	0.1864407	62.01448	0.3629943	60.34721	0.4477401						
ILMN_1738498	PPP4R2	138.6924	0	136.4283	0	188.5085	0	134.135	0	86.91279	0.002824859	100.7042	0.002824859	85.29642	0.001412429	92.11536	0.001412429						
ILMN_1745332	PPP5C	69.90897	0.06779661	67.95394	0.03813559	77.9492	0.01836158	65.90184	0.1638418	67.18416	0.1228814	76.10297	0.06355932	69.95214	0.07768361	71.36964	0.06214689						
ILMN_1664921	PPP6C	1030.143	0	1129.032	0	1487.366	0	1084.448	0	883.9435	0	1003.758	0	762.8256	0	993.5124	0						
ILMN_1796210	PPRC1	759.0453	0	783.4739	0	933.6552	0	721.123	0	751.4553	0	905.0953	0	755.6042	0	817.1309	0						
ILMN_1669273	PPT1	1217.326	0	1118.905	0	1715.325	0	1199.069	0	1522.639	0	1726.823	0	1235.423	0	1689.756	0						
ILMN_1750664	PPT2	224.4885	0	221.6322	0	239.5903	0	198.5511	0	89.82363	0.001412429	111.1272	0	92.08521	0.001412429	82.92074	0.002824859						
ILMN_1676689	PPT2	63.18808	0.2627119	59.36258	0.309322	63.45573	0.4322034	63.17321	0.2923729	58.13783	0.6087571	63.99364	0.5522599	54.71067	0.8305085	64.32613	0.25						
ILMN_1800855	PPTC7	161.011	0	172.7805	0	210.9659	0	151.0429	0	195.4793	0	199.0087	0	184.83	0	190.1323	0						
ILMN_1776726	PPWD1	71.96367	0.03531073	68.89872	0.03389831	86.81003	0.004237288	70.07083	0.05225989	71.65208	0.04378531	98.59031	0.002824859	76.5067	0.01553672	86.31609	0.002824859						
ILMN_1751445	PPY	60.56138	0.3940678	56.64559	0.4872881	59.48961	0.6836158	55.83391	0.7725989	55.90311	0.7542373	62.76491	0.6200565	57.83753	0.6497175	59.35785	0.5127119						
ILMN_1652137	PPYR1	61.25233	0.3502825	56.39906	0.5070621	62.20114	0.5112994	64.51837	0.2161017	65.78545	0.1638418	63.1482	0.6016949	60.16691	0.4844633	68.09224	0.1186441						
ILMN_1692429	PQBP1	70.54086	0.05649718	65.51971	0.07485875	64.23127	0.3926554	60.3027	0.4350283	57.11644	0.6836158	69.39491	0.2344633	59.0597	0.5621469	69.27813	0.08474576						
ILMN_1711596	PQBP1	77.23658	0.01129944	79.51778	0.002824859	109.1158	0	86.76366	0.001412429	97.95921	0.001412429	98.81985	0.002824859	82.84219	0.001412429	86.98844	0.001412429						
ILMN_1798620	PQLC1	1575.493	0	1501.986	0	1916.835	0	1443.294	0	1812.237	0	2035.893	0	1588.191	0	1969.727	0						
ILMN_1682267	PQLC2	64.54332	0.2033898	63.17592	0.1384181	72.33235	0.07909604	64.27758	0.2259887	68.32487	0.08898305	70.61295	0.1949152	65.54306	0.1793785	58.17877	0.6031073						
ILMN_1814213	PQLC3	197.1908	0	185.8186	0	243.903	0	196.6514	0	604.8181	0	690.7407	0	556.7507	0	667.3668	0						
ILMN_1754913	PQWD	61.52572	0.3361582	59.11421	0.3276836	64.07252	0.4011299	64.41475	0.2175141	65.11108	0.1892655	67.11713	0.3559322	60.05769	0.4929379	62.24982	0.3319209						
ILMN_1801832	PRAC	60.64955	0.3884181	61.18742	0.2358757	60.93026	0.5918079	57.36981	0.6539548	59.21173	0.5338983	61.57394	0.6949152	61.5427	0.3855932	58.51786	0.5805085						
ILMN_1720578	PRAF2	118.5322	0	110.5822	0	114.3979	0	104.4239	0	115.4856	0	126.4162	0	122.8078	0	108.9614	0						
ILMN_1711493	PRAM1	50.60796	0.9435028	52.48119	0.779661	55.49532	0.9096045	58.20073	0.5889831	140.1203	0	170.0419	0	159.6459	0	151.9707	0						
ILMN_1740744	PRAME	62.9826	0.2740113	63.7317	0.1158192	60.98027	0.5889831	59.29897	0.5070621	64.81658	0.1949152	68.39571	0.2966102	62.13329	0.3545198	59.50388	0.5056497						
ILMN_1700031	PRAME	428.387	0	490.3917	0	603.1898	0	460.5591	0	67.93743	0.1045198	85.72243	0.009887005	81.90395	0.004237288	72.56993	0.04661017						
ILMN_1652670	PRAMEF1	56.07899	0.7161017	54.9946	0.6129944	69.85175	0.1299435	60.08169	0.4463277	55.75086	0.7683616	61.90337	0.6793785	58.42604	0.6115819	59.55663	0.5						
ILMN_1709731	PRAMEF2	69.45959	0.06779661	64.4429	0.09745762	61.99797	0.5282486	68.13358	0.09039548	62.5222	0.3079096	64.65871	0.5014125	61.21225	0.4025424	68.71954	0.1002825						
ILMN_1771291	PRAMEF3	60.22383	0.4152542	52.24448	0.7937853	59.89538	0.6483051	59.19808	0.5141243	59.15721	0.5367231	56.58154	0.9096045	60.50841	0.4576271	51.00741	0.9420904						
ILMN_1692326	PRAMEF4	53.55584	0.8629944	49.14692	0.9223164	55.75227	0.8968927	66.74722	0.1257062	53.51989	0.8799435	60.97305	0.7274011	58.42782	0.6115819	59.21788	0.5240113						
ILMN_1672478	PRAMEF8	61.11415	0.3573446	68.58022	0.03531073	71.08627	0.1031073	59.97884	0.4548023	66.18581	0.1511299	71.05832	0.1864407	63.50965	0.2725989	61.36217	0.3757062						
ILMN_1670438	PRAMEF8	59.07126	0.5	65.161	0.07909604	72.30565	0.08050848	65.31651	0.1836158	70.85965	0.05225989	68.69702	0.2782486	64.9232	0.200565	64.6355	0.2358757						
ILMN_1815556	PRAP1	62.83263	0.2782486	62.49139	0.1666667	60.79854	0.5960452	54.25275	0.8389831	62.21429	0.3361582	72.00089	0.1567797	58.92061	0.5706215	64.36415	0.25						
ILMN_1740017	PRB1	60.10611	0.4237288	59.67851	0.2966102	69.76031	0.1313559	61.49448	0.3757062	67.78591	0.1101695	60.81445	0.7387006	59.46088	0.529661	61.14204	0.3954802						
ILMN_1662989	PRB2	58.61347	0.5353107	55.78272	0.5508475	59.83844	0.6539548	60.3132	0.4336158	59.79357	0.4816384	63.36531	0.5918079	57.55988	0.6680791	65.14587	0.2062147						
ILMN_1759690	PRB3	61.04679	0.3658192	54.79525	0.6271186	66.65915	0.2627119	52.20187	0.9124294	60.05552	0.4646893	67.46737	0.3389831	64.85819	0.2019774	67.85961	0.1214689						
ILMN_1755704	PRB4	54.59284	0.8064972	56.55563	0.4943503	74.1543	0.04943503	68.17142	0.08898305	59.02346	0.5409604	68.90097	0.2612994	61.70318	0.3771186	60.86183	0.4110169						
ILMN_1728934	PRC1	628.4747	0	663.0906	0	923.5087	0	654.1594	0	117.9087	0	145.0081	0	110.8248	0	126.4553	0						
ILMN_1802843	PRCC	488.6952	0	418.6978	0	559.6651	0	422.7423	0	207.4632	0	238.5941	0	208.2518	0	222.8256	0						
ILMN_1809818	PRCC	149.6373	0	136.9512	0	168.2777	0	125.9454	0	79.17928	0.01129944	98.21329	0.002824859	82.51524	0.001412429	97.04076	0.001412429						
ILMN_1769091	PRCP	3393.709	0	3213.143	0	4388.739	0	3276.036	0	1855.186	0	2229.128	0	1599.528	0	2155.479	0						
ILMN_1655077	PRDM1	370.5536	0	392.2744	0	546.5535	0	351.5626	0	370.5606	0	439.4028	0	338.8323	0	437.9706	0						
ILMN_1655798	PRDM1	70.51614	0.05649718	71.19025	0.01977401	88.2838	0.004237288	76.27141	0.007062147	90.7812	0.001412429	90.53725	0.004237288	73.95654	0.02683616	78.28104	0.005649718						
ILMN_1727280	PRDM10	130.483	0	118.4707	0	184.9873	0	123.131	0	101.6171	0	121.2647	0	103.5395	0	93.14946	0.001412429						
ILMN_1739123	PRDM11	66.9593	0.1144068	68.68632	0.03531073	76.31672	0.02966102	68.17701	0.08898305	64.66563	0.200565	71.17991	0.1850283	64.63864	0.2076271	63.03675	0.3121469						
ILMN_1692758	PRDM12	58.57474	0.5381356	55.32195	0.5903955	55.2393	0.920904	59.96762	0.4562147	55.21098	0.799435	57.61855	0.8742938	54.3315	0.8418079	55.22897	0.7824859						
ILMN_1698753	PRDM13	51.87591	0.9223164	51.24522	0.8474576	56.88845	0.8403955	50.22045	0.9533898	55.04651	0.8050848	60.59454	0.7528248	47.07454	0.9915254	47.409	0.9872881						
ILMN_1815120	PRDM14	58.34155	0.5593221	62.74942	0.1539548	75.73824	0.03248588	65.31172	0.1836158	65.59223	0.1779661	67.75372	0.3234463	70.36661	0.06214689	66.28517	0.1765537						
